ID,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance,Chemistry,Astrology,Spaceology,Life Science,Earth Science,Data Science,kfold
867,1,0,1,1,0,0,0,0,0,1,0,1,2
6027,1,1,1,0,0,0,0,0,0,1,0,1,1
1373,1,1,0,1,0,0,0,0,0,1,0,0,1
7995,1,0,1,1,0,0,0,0,0,0,0,1,1
8762,1,0,1,1,0,0,0,0,0,1,0,0,2
7465,1,0,1,1,0,0,0,0,0,1,0,1,0
4120,1,0,1,1,0,0,0,0,0,1,0,0,3
8802,1,0,1,1,0,0,0,0,0,0,0,0,3
5823,1,0,0,1,1,0,0,0,0,0,0,0,1
5577,1,1,0,1,0,0,0,0,0,1,0,0,2
1283,1,0,1,1,0,0,0,0,0,0,1,0,3
8352,1,0,1,1,0,0,0,0,0,1,0,0,3
9255,0,1,1,1,0,0,0,0,0,1,0,1,1
5600,1,1,1,0,0,0,0,0,0,1,0,0,1
4452,1,1,0,1,0,0,0,0,0,0,0,0,1
8628,1,0,1,1,0,0,0,0,0,0,0,1,0
7512,1,0,1,1,0,0,0,0,0,0,0,0,3
6943,1,0,1,1,0,0,0,0,0,1,0,0,2
6963,1,0,1,1,0,0,0,1,0,1,0,0,1
9821,1,1,1,0,0,0,0,0,0,0,0,0,2
1819,1,0,0,1,1,0,0,0,0,1,0,0,2
4059,1,0,1,1,0,0,0,0,0,1,0,1,3
7521,1,0,1,1,0,0,0,0,0,1,0,0,3
570,1,0,1,1,0,0,0,0,0,0,0,1,2
2850,1,0,1,1,0,0,1,0,0,0,0,0,3
9251,1,0,1,1,0,0,0,0,0,1,0,0,3
3277,1,1,0,1,0,0,0,0,0,1,0,0,2
1722,1,0,1,1,0,0,0,0,0,0,0,0,0
187,1,1,0,1,0,0,0,0,0,0,0,0,3
1321,1,1,0,1,0,0,0,0,0,0,0,1,1
1730,1,1,0,1,0,0,0,0,0,1,0,0,0
915,1,0,1,1,0,0,0,0,0,0,0,0,2
1222,1,1,0,1,0,0,0,0,0,0,0,1,3
1739,1,0,1,1,0,0,0,0,0,0,0,0,1
9534,1,1,0,1,0,0,0,0,0,1,0,0,0
1226,1,0,1,1,0,0,0,0,0,1,0,0,0
8289,1,1,0,1,0,0,0,0,0,0,0,0,2
3354,1,0,1,1,0,0,1,0,0,1,0,1,0
277,1,0,1,1,0,0,0,0,0,0,0,0,0
7151,1,0,1,1,0,0,0,0,0,1,0,1,3
3830,1,0,1,1,0,0,0,0,0,1,0,0,0
6984,1,0,1,1,0,0,0,0,0,1,0,1,0
2285,1,0,1,1,0,0,0,0,0,1,0,0,2
2800,1,0,1,1,0,0,0,0,0,1,0,1,0
9545,1,0,1,1,0,0,1,0,0,0,0,1,0
349,1,0,1,1,0,0,0,0,0,0,0,0,1
5156,1,0,1,1,0,0,0,0,0,0,0,1,2
4557,1,0,1,1,0,0,0,0,0,0,0,1,0
7283,1,0,1,1,0,0,0,0,0,1,0,1,1
2021,1,1,0,1,0,0,0,0,0,0,0,0,0
2020,1,0,1,1,0,0,0,0,0,1,0,0,3
3650,1,0,1,1,0,0,0,0,0,0,0,1,2
4894,1,1,0,1,0,0,0,0,0,0,0,1,2
3651,1,1,0,1,0,0,0,0,0,1,0,0,1
3653,1,0,1,1,0,0,0,0,0,1,0,1,2
2512,1,1,1,0,0,0,0,0,0,0,0,1,0
5463,1,0,1,1,0,0,0,0,0,0,0,0,2
9696,1,0,1,1,0,0,0,0,0,1,0,1,1
3902,1,0,1,1,0,0,0,0,0,0,0,1,3
6218,1,1,1,0,0,0,0,0,0,0,0,0,0
1547,1,0,1,1,0,0,0,0,0,1,0,0,0
3903,1,1,0,1,0,0,0,0,0,0,0,0,0
4886,1,0,1,1,0,0,0,0,0,0,0,1,3
9181,0,1,1,1,0,0,0,0,0,0,0,0,3
3959,1,0,1,1,0,0,0,0,0,1,0,1,1
2584,1,0,1,1,0,0,0,0,0,1,0,1,2
8072,1,0,1,1,0,0,0,0,0,0,0,0,2
5880,1,0,1,1,0,0,0,0,0,1,0,1,1
9175,1,0,1,1,0,0,0,0,0,0,0,1,1
7736,1,0,1,1,0,0,0,0,0,0,0,1,1
3894,1,0,1,1,0,0,0,0,0,1,0,1,1
2002,1,0,1,1,0,0,0,0,0,1,0,0,1
5731,1,0,1,1,0,0,0,0,0,0,0,1,3
2539,1,0,1,1,0,0,0,0,0,0,0,1,1
73,1,0,1,1,0,0,0,0,0,1,0,1,2
1100,1,0,1,1,0,0,0,0,0,0,0,0,2
5267,1,0,1,1,0,0,0,0,0,1,0,0,2
6608,1,1,0,1,0,0,0,0,0,1,0,1,0
8114,1,0,1,1,0,0,0,0,0,0,0,1,0
6101,1,0,1,1,0,0,0,0,0,1,1,0,1
6619,1,0,0,1,0,0,0,0,0,0,0,1,2
2058,1,0,0,1,0,0,0,0,0,1,0,1,0
4448,1,0,0,1,0,0,0,0,0,1,0,0,3
8365,1,0,0,1,0,0,0,0,0,1,0,0,1
6673,1,1,0,0,0,0,0,0,0,1,0,0,3
6620,1,0,0,1,0,0,0,0,0,0,0,0,1
8468,1,0,0,1,0,0,0,0,0,1,0,0,2
4467,0,0,1,1,0,0,0,0,0,1,0,1,0
6609,1,1,0,0,0,0,0,0,0,0,0,1,1
4544,1,1,0,0,0,0,0,0,0,0,0,0,0
8464,1,0,0,1,0,0,0,0,0,1,0,0,0
6621,1,0,1,0,0,0,0,0,0,0,0,0,3
6610,1,0,0,1,0,0,0,0,0,0,0,1,3
8369,1,0,1,0,0,0,0,0,0,1,0,0,1
2192,1,0,1,0,0,0,0,0,0,1,0,1,3
8371,1,0,1,0,0,0,0,0,0,0,0,0,2
2189,1,0,0,1,0,0,0,0,0,1,0,1,3
8373,1,0,0,1,0,0,0,0,0,1,0,1,1
2230,0,0,1,1,0,0,0,0,0,0,0,0,0
2231,1,1,0,0,0,0,0,0,0,1,0,0,0
4531,1,0,1,0,0,0,0,0,0,0,0,1,3
8376,1,0,0,1,0,0,0,0,0,1,0,0,0
4446,1,0,0,1,0,0,0,0,0,1,0,1,1
2233,1,0,0,1,0,0,1,0,0,1,0,0,2
2199,1,0,0,1,0,0,0,0,0,1,0,1,1
8469,0,1,1,0,0,0,0,0,0,1,0,0,2
2040,0,0,1,1,0,0,0,0,0,0,0,1,1
4455,1,0,0,1,0,0,0,0,0,0,0,1,3
2047,1,0,0,1,0,0,0,1,0,0,0,0,0
2043,1,0,0,1,0,0,0,0,0,1,0,0,1
8349,0,0,1,1,0,0,1,0,0,1,0,1,3
2215,1,0,1,0,0,0,0,0,0,1,0,0,1
4541,1,0,0,1,0,0,0,0,0,0,0,1,0
8475,0,0,1,1,0,0,0,0,0,1,0,0,1
4540,1,0,0,1,0,0,0,0,0,1,0,1,1
2213,1,0,0,1,0,0,0,0,0,1,0,0,3
2212,1,0,1,0,0,0,0,0,0,0,0,0,3
8353,0,1,1,0,0,0,0,0,0,1,0,1,0
8354,1,0,0,1,0,0,0,0,0,1,0,0,1
6678,1,0,0,1,0,0,0,0,0,0,0,1,0
2200,0,0,1,1,0,0,0,0,0,1,0,1,2
2220,1,0,0,1,0,0,0,0,0,0,0,1,0
2182,0,0,1,1,0,0,0,0,0,0,0,0,1
4459,0,0,1,1,0,0,0,0,0,1,0,0,3
4462,1,0,1,0,0,0,0,0,0,1,0,1,3
2221,1,0,0,1,0,0,0,0,0,1,0,0,3
8347,0,1,1,0,0,0,0,0,0,0,0,0,2
2225,0,1,1,0,0,0,0,0,0,1,0,1,3
2226,1,0,1,0,0,0,0,0,0,0,0,0,1
4463,1,0,0,1,0,0,0,0,0,1,0,0,1
6684,1,1,0,0,0,0,0,0,0,0,0,0,0
2054,1,0,0,1,0,0,0,0,0,1,0,0,3
8429,1,0,0,1,0,0,0,0,0,0,0,1,1
2175,1,0,1,0,0,0,0,0,0,1,0,0,3
6665,1,0,1,0,0,0,0,0,0,0,0,1,0
8449,1,0,0,1,0,0,0,0,0,1,0,0,2
8414,1,0,0,1,0,0,0,0,0,1,0,0,1
8413,1,0,0,1,0,0,0,0,0,1,0,1,3
8412,0,0,1,1,0,0,0,0,0,0,0,0,2
4516,1,0,0,1,0,0,0,0,0,1,0,1,0
4492,0,1,1,0,0,0,0,0,0,0,0,0,0
2137,1,0,0,1,0,0,0,0,0,1,0,0,0
2139,1,1,0,0,0,0,0,0,0,0,0,0,3
2090,1,0,1,0,0,0,0,0,0,1,0,0,1
8445,1,0,1,0,0,0,1,0,0,1,0,1,0
6629,0,0,1,1,0,0,0,0,0,0,0,1,1
8409,1,0,0,1,0,0,0,0,0,1,0,1,2
8448,0,0,1,1,0,0,0,0,0,1,0,0,2
2141,1,0,0,1,0,0,0,0,0,0,0,0,1
2142,1,0,0,1,0,0,0,0,0,0,0,0,0
2085,1,0,0,1,0,0,0,0,0,1,0,1,3
6637,1,0,0,1,0,0,0,0,0,0,0,1,0
2101,0,0,1,1,0,0,0,0,0,0,0,1,2
8416,1,0,0,1,0,0,0,0,0,1,0,1,3
2118,1,0,0,1,0,0,0,0,0,0,1,1,3
4503,1,0,0,1,0,0,0,0,0,1,0,0,1
2114,1,0,0,1,0,0,0,0,0,0,0,0,1
4501,1,0,0,1,0,0,1,0,0,0,0,1,0
2109,0,0,0,1,1,0,0,0,0,0,0,0,0
4506,0,0,1,1,0,0,0,0,0,0,0,1,1
2106,0,1,1,0,0,0,0,0,0,0,0,1,1
2119,0,0,1,1,0,0,0,0,0,1,0,1,0
2130,0,0,1,1,0,0,0,0,0,1,0,1,2
2123,1,1,0,0,0,0,0,0,0,1,0,1,2
2124,1,1,0,0,0,0,0,0,0,0,0,1,0
4497,0,0,1,1,0,0,0,0,0,1,0,1,2
2126,0,1,0,1,0,0,0,0,0,0,0,0,3
4495,1,1,0,0,0,0,0,0,0,1,0,0,2
2102,1,0,0,1,0,0,0,0,0,0,0,0,2
2084,1,0,0,1,0,0,0,0,0,1,0,0,2
2082,1,0,0,1,0,0,0,0,0,0,0,1,3
2065,0,0,1,1,0,0,1,0,0,1,0,1,1
4523,1,0,0,1,0,0,0,0,0,0,0,0,1
4480,0,0,1,1,0,0,0,0,0,0,0,1,3
4525,1,0,1,0,0,0,0,0,0,1,0,0,0
2074,1,0,0,1,0,0,0,0,0,1,0,1,2
2073,1,0,0,1,0,0,0,0,0,1,0,1,2
2072,0,1,1,0,0,0,0,0,0,1,0,0,0
8388,0,1,1,0,0,0,0,0,0,1,0,1,0
4479,1,0,0,1,0,0,0,0,0,0,0,1,2
8385,1,0,0,1,0,0,1,0,0,1,0,0,1
8384,1,1,0,0,0,0,0,0,0,1,0,0,3
6626,1,0,1,0,0,0,0,0,0,1,0,0,1
4476,1,0,0,1,0,0,0,0,0,0,0,0,0
2174,1,0,0,1,0,0,0,0,0,1,0,1,1
2069,1,0,0,1,0,0,0,0,0,1,0,1,2
8381,1,1,0,0,0,0,0,0,0,0,0,1,0
2178,1,0,1,0,0,0,0,0,0,1,0,1,3
8455,0,0,0,1,1,0,0,0,0,1,0,1,3
8390,0,1,0,1,0,0,0,0,0,1,0,0,3
8391,0,1,1,0,0,0,1,0,0,0,0,0,1
2150,0,0,1,1,0,0,0,0,0,1,0,1,3
2145,1,1,0,0,0,0,0,0,0,1,0,0,1
8407,0,0,0,1,1,0,0,0,0,1,0,1,3
8452,1,0,0,1,0,0,0,0,0,0,0,1,3
8453,1,0,0,1,0,0,0,0,0,0,0,0,1
8454,0,1,1,0,0,0,0,0,0,0,0,1,2
4488,1,0,0,1,0,0,0,0,0,1,0,0,0
2151,1,1,0,0,0,0,0,0,0,1,0,0,0
8392,1,0,1,0,0,0,0,0,0,1,0,0,0
4485,1,0,0,1,0,0,0,0,0,0,0,1,0
8401,1,0,0,1,0,0,0,0,0,0,0,0,3
8399,0,0,1,1,0,0,0,0,0,1,0,0,3
8398,1,0,0,1,0,0,0,0,0,0,0,1,3
8394,1,0,0,1,0,0,0,0,0,0,0,0,0
8393,1,0,0,1,0,0,0,0,0,0,0,0,3
2143,1,0,0,1,0,0,0,0,0,0,0,1,1
4422,1,0,0,1,0,0,0,0,0,0,0,1,0
2234,1,0,0,1,0,0,0,1,0,1,0,0,1
2449,0,0,0,1,1,0,0,0,0,1,0,1,1
4310,1,0,1,0,0,0,0,0,0,0,0,0,3
2439,1,0,1,0,0,0,0,0,0,0,0,0,0
8179,1,0,0,1,0,0,0,0,0,0,0,0,2
2443,1,0,1,0,0,0,1,0,0,0,0,1,3
8176,1,1,0,0,0,0,0,0,0,1,0,0,1
6788,1,0,0,1,0,0,0,0,0,0,0,0,0
2446,0,0,1,1,0,0,0,0,0,0,0,1,3
8173,1,0,1,0,0,0,0,0,0,1,0,0,1
2450,0,1,0,1,0,0,0,0,0,1,0,1,3
2434,0,0,1,1,0,0,0,0,0,1,0,0,0
8172,0,0,1,1,0,0,0,0,0,1,0,1,3
6790,0,0,1,1,0,0,0,0,0,0,0,0,3
2453,1,0,0,1,0,0,0,0,0,0,0,0,3
2454,1,0,0,1,0,0,0,0,0,0,0,1,1
2455,1,0,0,1,0,0,0,0,0,0,0,0,0
2458,1,0,0,1,0,0,0,0,0,1,0,0,0
2459,0,1,0,1,0,0,0,0,0,1,0,1,2
2462,1,0,1,0,0,0,0,0,0,1,0,0,2
8182,1,0,1,0,0,0,0,0,0,0,0,0,1
4313,1,0,0,1,0,0,0,0,0,1,0,1,0
6795,1,0,1,0,0,0,0,0,0,1,0,0,1
4329,1,0,0,1,0,0,1,0,0,1,0,1,3
2388,1,0,1,0,0,0,0,0,0,0,0,0,2
4343,1,0,1,0,0,0,0,0,0,0,0,1,0
2395,1,0,0,1,0,0,0,0,0,0,0,0,3
8216,1,1,0,0,0,0,0,0,0,1,0,0,1
8215,1,0,1,0,0,0,0,0,0,0,0,0,0
6765,1,0,1,0,0,0,1,0,0,1,0,0,1
2406,1,1,0,0,0,0,0,0,0,1,0,1,0
8205,1,1,0,0,0,0,0,0,0,0,0,1,1
2412,0,1,1,0,0,0,0,0,0,1,0,1,2
4315,1,0,0,1,0,0,0,0,0,1,0,0,1
2415,1,0,0,1,0,0,1,0,0,0,0,1,3
6774,1,0,0,1,0,0,0,0,0,0,0,1,0
4324,1,0,0,1,0,0,0,0,0,0,0,1,2
8195,0,0,1,1,0,0,0,0,0,1,0,1,1
4322,1,0,0,1,0,0,0,0,0,0,0,1,2
8191,1,0,0,1,0,0,0,0,0,0,0,0,0
2426,1,0,0,1,0,0,1,0,0,0,0,1,0
2430,1,0,0,1,0,0,0,0,0,1,0,1,3
4300,1,0,0,1,0,0,0,0,0,1,0,0,1
8164,1,0,0,1,0,0,0,0,0,0,0,1,1
2386,1,0,0,1,0,0,0,0,0,1,0,1,1
8118,1,0,0,1,0,0,0,0,0,1,0,1,1
8133,1,0,0,1,0,0,0,0,0,1,0,1,1
4276,1,0,0,1,0,0,0,0,0,1,0,0,2
4274,0,1,1,0,0,0,0,0,0,1,0,1,1
4273,0,0,1,1,0,0,0,0,0,0,0,1,2
2513,1,0,0,1,0,0,0,0,0,0,0,1,0
2515,1,0,0,1,0,0,0,0,0,0,0,0,1
2521,1,0,1,0,0,0,0,0,0,1,0,0,1
6821,0,0,1,1,0,0,0,0,0,1,0,1,3
2528,1,0,0,1,0,0,0,0,0,1,0,1,0
8135,1,0,0,1,0,0,0,0,0,1,0,1,0
2530,0,0,1,1,0,0,0,0,0,0,0,1,1
8115,1,0,0,1,0,0,0,0,0,1,0,0,2
2532,1,0,0,1,0,0,0,0,0,0,0,1,2
2534,0,0,1,1,0,0,0,0,0,0,0,1,3
2536,1,0,0,1,0,0,0,0,0,1,0,1,0
4259,0,0,1,1,0,0,0,0,0,0,0,1,0
6830,0,1,1,0,0,0,0,0,0,1,0,1,3
4255,1,0,1,0,0,0,0,0,0,1,0,1,2
8134,1,0,0,1,0,0,0,0,0,1,0,0,0
2503,1,0,0,1,0,0,0,0,0,1,0,1,3
2466,1,1,0,0,0,0,0,0,0,1,0,1,3
4289,1,0,0,1,0,0,1,0,0,1,0,1,2
2469,0,1,0,1,0,0,0,0,0,0,0,0,3
8159,1,0,0,1,0,0,0,0,0,0,0,0,0
2473,1,0,0,1,0,0,0,0,0,1,0,0,3
8156,1,0,0,1,0,0,0,0,0,0,0,0,2
2479,0,1,1,0,0,0,0,0,0,0,0,0,3
4290,1,0,1,0,0,0,0,0,0,0,0,0,3
8152,0,0,1,1,0,0,0,0,0,0,0,1,0
2482,1,0,0,1,0,0,0,0,0,1,0,0,3
2484,0,0,1,1,0,0,0,0,0,1,0,0,3
2502,1,0,0,1,0,0,0,0,0,1,0,1,1
8146,1,1,0,0,0,0,0,0,0,1,0,1,2
8143,0,0,1,1,0,0,0,0,0,1,0,0,2
2494,1,0,0,1,0,0,0,0,0,1,0,1,2
4281,0,1,1,0,0,0,1,0,0,1,0,1,3
2496,0,0,1,1,0,0,0,0,0,0,0,1,2
4280,1,0,0,0,1,0,0,0,0,0,0,1,3
2499,0,0,0,1,1,0,0,0,0,1,0,1,1
8138,1,0,0,1,0,0,0,0,0,0,0,1,2
8223,0,0,1,1,0,0,0,0,0,1,0,1,0
8225,1,0,0,1,0,0,0,0,0,0,0,0,1
2235,1,0,1,0,0,0,0,0,0,1,0,1,2
2293,1,0,1,0,0,0,0,0,0,0,0,1,2
4420,1,0,1,0,0,0,0,0,0,1,0,0,2
4418,1,0,0,1,0,0,0,0,0,1,0,0,2
8306,1,1,0,0,0,0,0,0,0,1,0,1,0
2281,1,0,0,1,0,0,0,0,0,1,0,1,2
2283,1,0,1,0,0,0,0,0,0,0,0,0,1
6709,1,1,0,0,0,0,0,0,0,1,0,1,3
6715,1,0,0,1,0,0,0,0,0,1,0,0,0
4407,0,1,1,0,0,0,0,0,0,1,0,0,0
4405,1,0,0,1,0,0,0,0,0,0,0,0,1
2272,0,1,1,0,0,0,0,0,0,0,0,0,1
2296,1,0,1,0,0,0,0,0,0,1,0,1,3
6718,0,0,1,1,0,0,0,0,0,0,0,0,1
8290,1,0,0,1,0,0,0,0,0,0,0,0,3
2302,1,0,0,1,0,0,0,0,0,0,0,1,1
2307,1,1,0,0,0,0,0,0,0,1,0,1,3
6724,1,0,1,0,0,0,0,0,0,0,0,0,3
2309,1,0,0,1,0,0,0,0,0,1,0,0,1
4395,1,0,0,1,0,0,0,0,0,0,0,1,3
8311,0,0,1,1,0,0,0,0,0,1,0,1,1
2036,0,1,1,0,0,0,0,0,0,0,0,0,1
8279,1,1,0,0,0,0,0,0,0,0,0,1,3
4429,0,0,1,1,0,0,0,0,0,1,0,0,1
6688,1,0,0,1,0,0,0,0,0,0,0,0,0
2239,1,0,0,1,0,0,1,0,0,0,0,0,1
2240,1,0,0,1,0,0,0,0,0,0,0,0,2
4442,0,0,1,1,0,0,0,0,0,1,0,1,0
4439,1,0,0,1,0,0,0,0,0,0,0,0,3
2245,1,0,0,1,0,0,0,0,0,0,0,1,2
2247,1,0,0,1,0,0,0,0,0,1,0,0,3
2254,1,0,0,1,0,0,0,0,0,0,0,1,2
2258,0,1,0,1,0,0,0,0,0,0,0,1,1
6702,1,0,0,1,0,0,0,0,0,1,0,1,2
8322,1,0,0,1,0,0,0,0,0,1,0,1,0
4427,1,0,1,0,0,0,0,0,0,0,0,0,2
2262,1,0,1,0,0,0,0,0,0,0,0,0,3
4426,1,0,0,1,0,0,0,0,0,0,0,1,0
8319,1,0,0,1,0,0,1,0,0,1,0,0,1
2265,1,0,0,1,0,0,0,0,0,1,0,1,3
8318,0,1,0,1,0,0,0,0,0,1,0,0,3
8316,1,1,0,0,0,0,0,0,0,0,0,0,0
4393,1,0,0,1,0,0,0,0,0,1,0,0,3
2316,1,0,0,1,0,0,0,0,0,0,0,1,3
4349,1,0,0,1,0,0,0,0,0,1,0,0,3
4360,0,0,1,1,0,0,0,0,0,0,0,0,2
2351,1,0,0,1,0,0,0,0,0,0,0,0,0
8250,1,0,0,1,0,0,0,0,0,0,0,0,2
8248,1,0,0,1,0,0,0,0,0,0,0,1,2
4365,1,0,0,1,0,0,1,0,0,1,0,1,1
2359,1,1,0,0,0,0,0,0,0,0,0,0,3
2360,1,0,0,1,0,0,0,0,0,0,0,0,3
2361,1,0,0,1,0,0,0,0,0,1,0,0,2
2363,1,0,0,1,0,0,0,0,0,1,0,1,0
4359,1,0,1,0,0,0,0,0,0,1,0,1,3
6738,1,0,0,1,0,0,0,0,0,1,0,0,1
2366,0,0,1,1,0,0,0,0,0,0,0,1,2
6746,1,0,0,1,0,0,0,0,0,1,0,1,0
4356,1,0,0,1,0,0,0,0,0,1,0,1,0
8234,1,0,0,1,0,0,0,0,0,1,0,0,0
2374,0,0,1,1,0,0,1,0,0,0,0,1,2
8233,1,0,0,1,0,0,0,0,0,0,0,0,1
2377,1,0,0,1,0,0,0,0,0,0,0,1,3
6752,1,1,0,0,0,0,1,0,0,1,0,1,3
6740,1,0,0,1,0,0,0,0,0,1,0,0,1
4370,1,1,0,0,0,0,0,0,0,1,0,1,0
4391,1,0,0,1,0,0,0,0,0,0,0,1,3
4384,0,0,1,1,0,0,0,0,0,0,0,1,3
2319,1,0,0,1,0,0,0,0,0,0,0,0,3
8275,0,0,1,1,0,0,0,0,0,0,0,0,2
2321,1,0,1,0,0,0,0,0,0,0,0,1,1
4389,1,1,0,0,0,0,0,0,0,0,0,1,2
4388,1,0,0,1,0,0,0,0,0,1,0,1,3
4385,0,0,1,1,0,0,0,0,0,0,0,0,1
2327,0,0,1,1,0,0,0,0,0,1,0,1,2
2328,0,0,1,1,0,0,0,0,0,0,0,0,3
4378,0,0,1,1,0,0,0,0,0,0,0,0,3
4371,1,0,0,1,0,0,0,0,0,1,0,0,2
2337,0,1,1,0,0,0,0,0,0,1,0,0,1
4376,1,0,0,1,0,0,0,0,0,1,0,0,3
2339,0,1,1,0,0,0,0,0,0,1,0,0,1
2340,0,0,1,1,0,0,0,0,0,0,0,0,3
4375,0,0,1,1,0,0,0,0,0,0,0,1,1
4374,1,0,0,1,0,0,0,0,0,1,0,0,1
8258,1,0,0,1,0,0,0,0,0,0,0,0,3
4373,1,1,0,0,0,0,0,0,0,1,0,0,2
2037,1,0,0,1,0,0,0,0,0,1,0,1,0
8508,1,0,0,1,0,0,0,0,0,0,0,0,2
4549,0,0,1,1,0,0,0,0,0,0,0,0,3
6434,0,1,1,0,0,0,0,0,0,0,0,0,1
8755,1,1,0,0,0,0,0,0,0,0,0,1,1
8754,1,0,1,0,0,0,0,0,0,0,0,1,2
1657,1,0,1,0,0,0,0,0,0,1,0,1,3
8753,1,0,0,1,0,0,0,0,0,1,0,1,1
1659,1,0,0,1,0,0,0,0,0,0,0,1,0
1660,0,0,1,1,0,0,0,0,0,1,0,0,1
8750,0,1,1,0,0,0,0,0,0,0,0,1,3
4753,1,0,0,1,0,0,0,0,0,0,0,1,3
6453,1,0,0,1,0,0,1,0,0,0,0,1,3
1670,1,0,0,1,0,0,1,0,0,0,0,0,3
1673,1,0,1,0,0,0,0,0,0,0,0,1,3
1674,1,0,0,1,0,0,0,0,0,1,0,1,1
1676,0,0,1,1,0,0,0,0,0,0,0,0,1
4747,1,0,0,1,0,0,0,0,0,1,0,1,3
4745,0,0,1,1,0,0,0,0,0,1,0,0,0
8737,0,0,1,1,0,0,0,0,0,0,0,1,1
6458,1,0,0,0,1,0,0,0,0,0,0,1,2
1682,1,0,1,0,0,0,0,0,0,1,0,1,0
4743,0,1,1,0,0,0,0,0,0,0,0,1,0
8757,1,0,0,1,0,0,0,0,0,1,0,0,1
6444,1,0,1,0,0,0,0,0,0,1,0,1,3
1649,1,0,1,0,0,0,0,0,0,0,0,0,0
8770,1,0,1,0,0,0,0,0,0,0,0,0,1
8776,1,0,0,1,0,0,0,0,0,1,0,1,3
1622,1,0,1,0,0,0,0,0,0,0,0,0,0
1623,1,0,0,1,0,0,0,0,0,0,0,0,3
1624,0,1,0,1,0,0,0,0,0,0,0,1,2
8773,1,0,1,0,0,0,0,0,0,0,0,0,2
1629,1,0,0,1,0,0,0,0,0,1,0,0,1
8771,1,0,0,1,0,0,0,0,0,0,0,1,1
1631,0,0,1,1,0,0,0,0,0,1,0,0,2
1633,1,0,0,1,0,0,0,0,0,1,0,1,3
4762,1,0,0,1,0,0,0,0,0,0,0,0,3
4768,1,1,0,0,0,0,0,0,0,1,0,1,0
1636,1,1,0,0,0,0,0,0,0,1,0,0,0
8765,1,0,1,0,0,0,0,0,0,1,1,1,1
4764,1,1,0,0,0,0,0,0,0,0,0,1,3
1644,1,0,0,1,0,0,1,0,0,0,0,0,1
1645,0,0,1,1,0,0,0,0,0,0,0,1,2
1646,1,0,1,0,0,0,0,0,0,1,0,1,2
1647,0,1,0,1,0,0,0,0,0,1,0,0,2
6459,0,0,1,1,0,0,0,0,0,0,0,0,3
1686,1,0,0,1,0,0,0,0,0,1,0,1,2
8732,1,0,0,1,0,0,0,0,0,1,0,1,3
1754,1,0,0,1,0,0,0,0,0,0,0,1,1
1740,1,0,0,1,0,0,0,0,0,1,0,0,1
1743,1,0,0,1,0,0,0,0,0,0,0,1,3
8690,1,0,0,1,0,0,0,0,0,1,0,0,1
6492,1,0,0,1,0,0,0,0,0,1,0,0,0
1749,0,0,1,1,0,0,0,0,0,0,0,0,3
1751,1,1,0,0,0,0,0,0,0,1,0,0,3
8684,1,0,0,1,0,0,0,0,0,0,0,0,0
1753,0,0,1,1,0,0,0,0,0,0,0,0,0
4700,1,0,0,1,0,0,0,0,0,0,0,1,3
6489,0,0,1,1,0,0,0,0,0,1,0,1,0
1757,1,0,0,1,0,0,1,0,0,0,0,1,2
8681,1,0,0,1,0,0,0,0,0,1,0,0,2
4699,1,0,0,1,0,0,0,0,0,1,0,1,3
